,Calculation ID,Calculation Code,Week,Fiscal Year,Fiscal Quarter,Market,Country Name,Incentive ID,BP Name,Central BP,PEP Element,Type of Sales,Seller Country,Seller Incentive ID,Seller Name,Buyer Country,Buyer Incentive ID,Buyer Name,PH1 Level-Desc,PH2 Level-Desc,PH3 Level-Desc,PH4 Level-Desc,BID type,BID Flag,SPECIAL_BID_NO,Invoice Number,Invoice Date,MTM,BU,Segment,Premier Flag,TS Think,TS Think Meas,Quantity,Revenue,Revenue HWSW,Revenue Services,Revenue(local),Local Currency,D2D intrachannel,Inventory,Measure Flag,Payment Flag,Allocation Flag,TRB,WEB,Platinum Plus,Accelerator
424,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Bulgaria,ACC00616495,IBS Bulgaria Ltd.,,ALL PRODUCT,T1 SO to T2,Bulgaria,ACC00522174,Solytron Bulgaria Ltd.,Bulgaria,ACC00616495,IBS Bulgaria Ltd.,Enterprise Product Group,ThinkSystem,ThinkSystem (Tower Server),ThinkSystem ST550 Server,,ONLINE BID,5311667637,1037981,2019-08-06,7X10A017EA,X1,SMB,,N,N,1,1730.967,0,0,1730.967,EUR,,N,N,Y,Y,N,,,0
447,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Serbia,ACC00636843,SERBIAN BUSINESS SYSTEMS,,ALL PRODUCT,T1 SO to T2,Serbia,ACC00570233,"Ingram Micro doo, Beograd",Serbia,ACC00636843,SERBIAN BUSINESS SYSTEMS,Enterprise Product Group,Networking,LENOVO TOP OF RACK NETWORK SWITCHES,Lenovo RackSwitch G7052 1G,,ONLINE BID,5312815950,R-19002899,2019-08-05,7159CAX,XF,SMB,,N,N,1,788.929,0,0,788.929,EUR,,N,N,Y,Y,N,,,0
448,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Cyprus,ACC00617344,NEWCYTECH BUSINESS SOLUTIONS LTD,,ALL PRODUCT,Distribution,Cyprus,,,Cyprus,ACC00617344,NEWCYTECH BUSINESS SOLUTIONS LTD,Services,Enterprise Product Group,Server Warranty Upgrades,Essential Services,,ONLINE BID,5313170183,6734060303,2019-09-15,00X8558,X7,SMB,,N,N,1,2906.21,0,0,2906.21,EUR,,N,N,Y,Y,N,,,0
449,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Cyprus,ACC00617344,NEWCYTECH BUSINESS SOLUTIONS LTD,,ALL PRODUCT,Distribution,Cyprus,,,Cyprus,ACC00617344,NEWCYTECH BUSINESS SOLUTIONS LTD,Enterprise Product Group,ThinkSystem,ThinkSystem (Rack Server),ThinkSystem SR530 Server,,SBO,5313473822,6734060767,2019-09-21,7X08S3JC00,X1,SMB,,N,N,2,6510.0,0,0,6510.0,EUR,,N,N,Y,Y,N,,,0
450,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Bulgaria,ACC00616495,IBS Bulgaria Ltd.,,ALL PRODUCT,Distribution,Bulgaria,,,Bulgaria,ACC00616495,IBS Bulgaria Ltd.,Server and Storage S&P,DCG Server Option,DCG SERVER OPTIONS OTHER - COMMON,DCG SERVER OPTIONS OTHER - COMMON,,ONLINE BID,5312904865,6734056779,2019-07-11,7ZT7A00545,X5,SMB,,N,N,1,42.4,0,0,42.4,EUR,,N,N,Y,Y,N,,,0
451,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Bulgaria,ACC00616495,IBS Bulgaria Ltd.,,ALL PRODUCT,Distribution,Bulgaria,,,Bulgaria,ACC00616495,IBS Bulgaria Ltd.,Enterprise Product Group, , , ,,, ,6734060449,2019-09-17,GTNL0X1,X1,SMB,,N,N,0,-1485.0,0,0,-1485.0,EUR,,N,N,Y,Y,N,,,0
452,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Croatia,ACC00616992,Combis d.o.o.,,ALL PRODUCT,T1 SO to T2,Croatia,ACC00522679,M SAN GRUPA D.D.,Croatia,ACC00616992,Combis d.o.o.,Server and Storage S&P,Networking,LENOVO EMBEDDED NETWORK SWITCHES,Lenovo Flex System SI4093 10G,,ONLINE BID,5313104017,RAC-126822,2019-09-27,00FM514,X5,SMB,,N,N,2,3291.715,0,0,3291.715,EUR,,N,N,Y,Y,N,,,0
453,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Serbia,ACC00636843,SERBIAN BUSINESS SYSTEMS,,ALL PRODUCT,T1 SO to T2,Serbia,ACC00570233,"Ingram Micro doo, Beograd",Serbia,ACC00636843,SERBIAN BUSINESS SYSTEMS,Enterprise Product Group,Networking,LENOVO NETWORK ACCESSORIES,NETWORK - Cables,,ONLINE BID,5312815950,R-19002899,2019-08-05,90Y9430,XF,SMB,,N,N,2,65.364,0,0,65.364,EUR,,N,N,Y,Y,N,,,0
454,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Cyprus,ACC00617344,NEWCYTECH BUSINESS SOLUTIONS LTD,,ALL PRODUCT,Distribution,Cyprus,,,Cyprus,ACC00617344,NEWCYTECH BUSINESS SOLUTIONS LTD,Server and Storage S&P,STORAGE OPTIONS,Storage Options Disk (Storwize Old),Storage Options Disk (Storwize V3xxx),,ONLINE BID,5313170183,6734058426,2019-08-13,00MN505,XB,SMB,,N,N,4,41.0,0,0,41.0,EUR,,N,N,Y,Y,N,,,0
455,6700166799792585420,AUTO_CSEE2019121916679_20200316100312_0496,13,FY1920,Q2,SEE,Croatia,ACC00616992,Combis d.o.o.,,ALL PRODUCT,T1 SO to T2,Croatia,ACC00522679,M SAN GRUPA D.D.,Croatia,ACC00616992,Combis d.o.o.,Server and Storage S&P,DCG Server Option,DCG SERVER OPTIONS OTHER - COMMON,DCG SERVER OPTIONS OTHER - COMMON,,ONLINE BID,5313327542,RAC-126822,2019-09-27,4XC7A08225,X5,SMB,,N,N,4,1079.811,0,0,1079.811,EUR,,N,N,Y,Y,N,,,0
